date,customer_id,product_category,payment_method,value [USD],time_on_site [Minutes],clicks_in_site
2018-11-22,17087,502,credit,15.49,24.8,7
2018-11-22,35865,504,paypal,37.17,45.3,8
2018-11-22,45453,507,credit,268.9,53.2,31
2018-11-22,41395,512,paypal,79.38,41.1,13
2018-11-22,49142,514,credit,192.93,23.1,18
2018-11-22,44611,504,paypal,81.21,13.3,12
2018-11-22,18001,512,paypal,127.05,62.3,14
2018-11-22,42152,505,paypal,150.94,16.5,10
2018-11-22,26494,507,paypal,59.17,7.7,8
2018-11-22,25162,501,credit,316.88,74.4,21
2018-11-22,37636,507,paypal,110.33,45.3,7
2018-11-22,18207,503,paypal,275.02,16.9,27
2018-11-22,41577,502,credit,222.87,78.8,24
2018-11-22,59216,502,paypal,97.17,20.6,9
2018-11-22,37559,512,credit,339.16,64.7,34
2018-11-22,36853,505,paypal,570.88,51.1,19
2018-11-22,51189,510,paypal,320.58,23.3,20
2018-11-22,51330,510,paypal,224.51,29.0,7
2018-11-22,16296,502,credit,135.05,12.2,11
2018-11-22,53507,509,paypal,135.56,32.6,11
2018-11-22,15794,515,credit,47.97,46.4,9
2018-11-22,24525,510,paypal,202.48,36.3,13
2018-11-22,52588,502,paypal,78.29,36.0,12
2018-11-22,52575,503,paypal,16.56,5.5,7
2018-11-22,59480,503,paypal,173.85,38.1,13
2018-11-22,17817,503,paypal,265.81,21.1,20
2018-11-22,28824,501,credit,43.48,27.2,8
2018-11-22,19522,508,credit,837.89,23.3,30
2018-11-22,46013,514,credit,36.39,28.8,9
2018-11-22,37329,501,paypal,21.23,8.9,6
2018-11-22,10846,503,credit,133.94,19.8,8
2018-11-22,25760,503,credit,294.77,48.3,29
2018-11-22,56859,503,credit,8.59,14.0,6
2018-11-22,37025,513,paypal,79.8,56.8,13
2018-11-22,59091,506,paypal,6.76,14.4,6
2018-11-22,58403,504,paypal,117.69,13.1,11
2018-11-22,25522,506,paypal,178.79,13.7,11
2018-11-22,27038,504,credit,80.51,21.9,8
2018-11-22,59998,510,paypal,264.15,20.9,17
2018-11-22,29872,502,paypal,366.18,8.7,20
2018-11-22,56274,505,credit,168.46,23.0,16
2018-11-22,15777,504,credit,346.93,38.1,31
2018-11-22,32116,507,paypal,109.54,46.5,14
2018-11-22,32163,504,credit,47.24,3.4,9
2018-11-22,22084,515,credit,80.77,44.5,7
2018-11-22,18242,507,credit,432.63,70.0,42
2018-11-22,49142,510,credit,176.16,47.0,10
2018-11-22,53723,509,credit,48.31,13.4,10
2018-11-22,34415,508,paypal,252.41,6.4,30
2018-11-22,10538,501,credit,7.77,9.7,6
2018-11-22,56977,512,paypal,49.42,3.8,9
2018-11-22,30906,505,paypal,3.28,13.9,6
2018-11-22,48527,504,paypal,63.27,58.9,10
2018-11-22,40057,514,credit,37.77,24.8,6
2018-11-22,18563,513,paypal,311.1,104.2,18
2018-11-22,53866,502,paypal,1384.3,112.5,28
2018-11-22,33485,505,paypal,432.01,30.8,27
2018-11-22,49287,502,credit,0.02,52.6,6
2018-11-22,57587,509,credit,631.94,83.0,32
2018-11-22,39649,503,credit,57.04,19.6,7
2018-11-22,56677,507,paypal,255.65,58.5,21
2018-11-22,50895,503,credit,272.99,14.8,11
2018-11-22,40553,510,paypal,288.08,62.3,30
2018-11-22,41965,505,credit,288.56,23.1,25
2018-11-22,30156,509,credit,115.9,24.7,13
2018-11-22,24793,515,paypal,57.05,17.6,11
2018-11-22,57726,514,credit,34.55,8.2,7
2018-11-22,41328,510,credit,153.78,35.2,6
2018-11-22,30988,505,credit,221.08,55.0,8
2018-11-22,43324,503,paypal,541.45,34.5,48
2018-11-22,26052,514,paypal,356.64,52.4,28
2018-11-22,15307,510,paypal,143.52,42.2,9
2018-11-22,46097,504,paypal,77.65,6.7,11
2018-11-22,22826,515,paypal,110.57,7.3,16
2018-11-22,29673,510,paypal,97.16,66.6,10
2018-11-22,56979,510,paypal,6.91,21.9,6
2018-11-22,50947,501,credit,117.96,22.1,7
2018-11-22,42468,513,paypal,144.8,11.9,7
2018-11-22,10669,505,credit,169.44,33.0,6
2018-11-22,33562,503,credit,235.14,57.1,17
2018-11-22,49998,505,credit,218.56,5.1,16
2018-11-22,46774,505,paypal,82.06,18.3,14
2018-11-22,57554,508,paypal,34.23,6.1,7
2018-11-22,59437,513,credit,186.03,11.2,15
2018-11-22,53203,505,credit,58.23,8.8,7
2018-11-22,34034,510,credit,65.62,9.0,13
2018-11-22,54521,504,paypal,40.79,29.0,7
2018-11-22,16660,506,paypal,51.75,25.9,11
2018-11-22,33222,502,paypal,129.66,20.9,17
2018-11-22,39698,514,credit,18.74,20.3,7
2018-11-22,12789,513,paypal,124.41,22.6,11
2018-11-22,17087,515,credit,180.63,18.4,9
2018-11-22,15625,503,credit,87.27,20.4,13
2018-11-22,37078,506,paypal,44.05,8.6,7
2018-11-22,26120,505,paypal,153.38,19.1,18
2018-11-22,33206,505,paypal,105.14,37.7,8
2018-11-22,16839,507,credit,67.32,29.7,13
2018-11-22,52943,511,paypal,73.54,21.5,10
2018-11-22,12351,513,credit,188.17,18.6,8
2018-11-22,57113,508,paypal,5.57,3.0,6
2018-11-22,53995,508,credit,264.03,33.3,24
2018-11-22,36395,508,paypal,52.31,7.7,8
2018-11-22,23684,505,credit,172.43,21.0,22
2018-11-22,57411,510,credit,142.69,72.5,17
2018-11-22,36048,502,paypal,136.67,15.0,12
2018-11-22,43779,515,credit,42.98,12.9,8
2018-11-22,58426,508,paypal,20.24,8.0,7
2018-11-22,53961,510,paypal,17.56,13.2,8
2018-11-22,19739,509,credit,131.51,22.7,6
2018-11-22,51591,511,paypal,55.15,34.0,11
2018-11-22,13707,514,credit,363.17,45.7,32
2018-11-22,30434,502,credit,15.37,7.7,6
2018-11-22,17435,508,credit,47.83,13.4,10
2018-11-22,44284,502,paypal,3.54,19.4,6
2018-11-22,16508,505,paypal,51.57,28.0,9
2018-11-22,50887,509,paypal,134.22,27.0,11
2018-11-22,44535,506,paypal,669.42,37.1,38
2018-11-22,25198,510,paypal,181.26,10.1,19
2018-11-22,10888,506,paypal,455.01,56.2,8
2018-11-22,13134,510,paypal,123.32,6.3,12
2018-11-22,26069,512,paypal,382.31,27.3,19
2018-11-22,22499,511,paypal,701.34,37.4,75
2018-11-22,42515,513,paypal,0.67,7.8,6
2018-11-22,48027,503,credit,10.57,10.2,6
2018-11-22,52787,514,paypal,151.57,28.4,7
2018-11-22,47758,504,paypal,87.27,21.1,12
2018-11-22,11043,503,credit,309.55,35.9,20
2018-11-22,21111,509,credit,963.71,39.8,29
2018-11-22,41059,505,paypal,416.18,36.0,39
2018-11-22,55152,502,credit,259.34,61.4,23
2018-11-22,18258,514,credit,446.75,37.2,18
2018-11-22,10088,514,paypal,78.1,45.5,7
2018-11-22,28941,513,paypal,11.22,27.5,7
2018-11-22,13978,514,credit,54.57,8.0,11
2018-11-22,16498,510,paypal,50.46,15.2,10
2018-11-22,42480,515,credit,19.86,82.5,8
2018-11-22,14149,502,paypal,179.75,33.6,14
2018-11-22,25918,503,credit,206.02,39.9,12
2018-11-22,25384,513,credit,66.75,9.1,11
2018-11-22,51289,510,paypal,390.02,31.6,22
2018-11-22,26417,508,paypal,58.93,7.6,8
2018-11-22,54016,511,paypal,97.92,45.6,7
2018-11-22,41309,505,credit,390.14,46.8,24
2018-11-22,56570,514,paypal,178.73,5.8,21
2018-11-22,37197,504,credit,23.68,11.7,8
2018-11-22,10457,506,paypal,118.39,16.1,11
2018-11-22,33388,510,credit,37.79,14.1,9
2018-11-22,33847,514,credit,49.95,10.9,11
2018-11-22,50956,504,credit,102.77,14.0,11
2018-11-22,50649,513,paypal,10.05,7.4,7
2018-11-22,25536,512,credit,284.36,37.7,12
2018-11-22,51890,512,credit,62.41,38.4,10
2018-11-22,59813,509,paypal,67.59,42.5,8
2018-11-22,20371,502,paypal,212.28,24.3,24
2018-11-22,13606,502,paypal,187.93,16.4,10
2018-11-22,24449,510,credit,180.84,41.8,21
2018-11-22,18599,503,credit,418.9,31.9,31
2018-11-22,58393,512,paypal,359.37,32.2,17
2018-11-22,30741,502,credit,330.02,23.6,22
2018-11-22,40384,513,paypal,43.83,17.4,6
2018-11-22,28139,507,credit,212.43,27.8,24
2018-11-22,17906,509,paypal,252.78,48.1,23
2018-11-22,44990,513,paypal,769.85,58.4,11
2018-11-22,54780,511,paypal,38.24,15.0,6
2018-11-22,59830,514,paypal,230.43,22.4,27
2018-11-22,36105,513,paypal,50.4,6.0,10
2018-11-22,24665,510,paypal,67.02,19.1,10
2018-11-22,30908,512,paypal,89.72,6.0,10
2018-11-22,23492,514,credit,15.02,23.1,7
2018-11-22,12194,501,paypal,47.22,15.3,7
2018-11-22,11087,503,paypal,60.88,33.1,10
2018-11-22,21850,511,credit,13.66,76.7,7
2018-11-22,34941,508,paypal,430.78,42.2,23
2018-11-22,53925,514,paypal,144.98,7.8,16
2018-11-22,51508,512,paypal,81.47,18.3,10
2018-11-22,54365,506,paypal,87.16,24.0,15
2018-11-22,25364,511,paypal,140.02,50.3,8
2018-11-22,15266,510,paypal,485.37,62.8,34
2018-11-22,47117,501,paypal,27.35,21.2,8
2018-11-22,37951,503,credit,289.25,13.4,27
2018-11-22,26780,513,paypal,125.37,9.0,19
2018-11-22,25955,514,paypal,315.16,19.8,18
2018-11-22,10308,510,credit,230.14,31.0,19
2018-11-22,48192,512,credit,546.27,59.1,18
2018-11-22,21903,502,paypal,52.74,13.2,7
2018-11-22,49154,511,credit,253.5,17.4,9
2018-11-22,40283,506,credit,378.68,32.3,38
2018-11-22,56729,506,credit,88.85,6.7,6
2018-11-22,24791,502,paypal,187.92,42.0,15
2018-11-22,29309,515,credit,174.28,18.6,15
2018-11-22,38755,503,credit,24.71,21.4,6
2018-11-22,54281,502,paypal,418.68,34.5,28
2018-11-22,55845,503,credit,119.03,49.1,14
2018-11-22,12217,511,credit,265.4,29.5,31
2018-11-22,35903,514,credit,60.81,25.0,8
2018-11-22,35187,507,paypal,296.71,37.1,18
2018-11-22,49131,515,paypal,81.81,20.1,12
2018-11-22,42161,511,credit,141.81,13.2,12
2018-11-22,17494,505,credit,229.85,8.6,15
2018-11-22,23202,510,paypal,10.93,12.0,7
2018-11-22,40976,504,paypal,207.64,25.4,12
2018-11-22,55216,504,paypal,197.01,9.6,13
2018-11-22,37620,503,paypal,52.94,50.6,9
2018-11-22,30219,514,paypal,9.24,11.9,6
2018-11-22,58768,513,credit,34.15,11.6,9
2018-11-22,47318,501,credit,98.62,6.8,7
2018-11-22,15915,505,credit,42.64,48.6,7
2018-11-22,51719,509,paypal,98.93,12.1,15
2018-11-22,57290,512,paypal,63.32,33.2,7
2018-11-22,26852,508,credit,7.52,3.0,7
2018-11-22,23325,508,credit,198.04,23.2,17
2018-11-22,25677,513,credit,492.8,20.0,36
2018-11-22,59465,515,credit,87.07,20.5,12
2018-11-22,41271,515,credit,288.82,41.5,22
2018-11-22,51957,513,paypal,234.8,9.1,13
2018-11-22,56816,514,credit,69.26,14.0,6
2018-11-22,47959,504,paypal,13.07,8.2,7
2018-11-22,10752,506,paypal,881.5,102.2,11
2018-11-22,24082,515,credit,435.71,36.3,12
2018-11-22,35607,501,credit,129.27,18.4,17
2018-11-22,16901,509,credit,122.34,3.8,9
2018-11-22,22670,509,credit,46.92,44.2,8
2018-11-22,37676,509,paypal,177.62,7.4,22
2018-11-22,40596,512,credit,357.03,6.3,38
2018-11-22,53359,505,credit,226.4,25.0,23
2018-11-22,51138,503,paypal,375.15,19.0,27
2018-11-22,54645,515,paypal,6.55,6.8,7
2018-11-22,12553,504,credit,186.38,6.3,7
2018-11-22,43734,513,paypal,174.0,18.8,8
2018-11-22,10972,511,paypal,112.32,8.1,8
2018-11-22,45679,515,paypal,521.27,35.6,18
2018-11-22,42368,507,credit,50.33,40.0,7
2018-11-22,18908,506,paypal,431.68,9.3,23
2018-11-22,53694,506,credit,164.18,11.7,22
2018-11-22,29110,514,credit,572.41,54.0,56
2018-11-22,54400,507,credit,88.26,54.6,15
2018-11-22,15631,508,credit,1050.24,98.2,110
2018-11-22,29086,501,credit,139.66,20.8,19
2018-11-22,57856,508,paypal,180.65,15.1,8
2018-11-22,14041,514,credit,338.33,23.4,19
2018-11-22,31590,502,paypal,77.98,15.9,6
2018-11-22,39633,511,paypal,57.52,7.0,6
2018-11-22,54109,515,paypal,314.36,9.5,21
2018-11-22,32274,502,paypal,533.55,42.3,58
2018-11-22,46486,515,paypal,122.54,17.0,16
2018-11-22,45451,502,paypal,69.74,5.4,11
2018-11-22,23072,502,paypal,20.8,6.6,7
2018-11-22,33025,503,credit,47.58,8.9,6
2018-11-22,39726,506,credit,517.16,17.8,40
2018-11-22,13113,502,paypal,1.2,5.3,6
2018-11-22,34727,512,paypal,66.47,5.6,8
2018-11-22,31382,504,credit,56.09,7.7,7
2018-11-22,31278,510,credit,87.5,7.5,10
2018-11-22,37941,502,credit,73.81,30.7,9
2018-11-22,36927,504,credit,392.35,40.8,12
2018-11-22,36613,508,credit,37.73,33.6,8
2018-11-22,12934,506,paypal,161.07,11.7,15
2018-11-22,23884,514,credit,199.25,41.7,8
2018-11-22,29648,514,paypal,158.38,29.8,16
2018-11-22,20401,502,credit,91.51,12.4,12
2018-11-22,26585,502,paypal,73.84,27.5,10
2018-11-22,48769,508,paypal,736.89,47.3,17
2018-11-22,49205,502,paypal,12.27,18.4,6
2018-11-22,13476,509,paypal,40.35,9.0,8
2018-11-22,40974,507,paypal,184.02,29.7,16
2018-11-22,44129,505,credit,19.18,5.7,7
2018-11-22,55999,502,credit,49.67,55.2,8
2018-11-22,40275,507,paypal,323.08,28.7,8
2018-11-22,10555,509,credit,48.28,9.1,6
2018-11-22,52258,515,paypal,2.67,5.4,6
2018-11-22,54966,508,paypal,95.02,28.7,10
2018-11-22,39523,509,paypal,90.95,17.9,7
2018-11-22,40001,505,credit,89.87,16.3,14
2018-11-22,37267,506,paypal,219.28,25.6,28
2018-11-22,12042,505,paypal,122.69,60.3,8
2018-11-22,42466,512,credit,0.48,15.2,6
2018-11-22,19340,512,credit,38.85,42.5,8
2018-11-22,29177,515,paypal,34.95,3.5,7
2018-11-22,22020,512,paypal,10.43,16.1,7
2018-11-22,42850,504,paypal,215.01,36.9,27
2018-11-22,10727,506,paypal,97.13,27.8,12
2018-11-22,29847,508,paypal,114.13,28.0,13
2018-11-22,45771,512,paypal,245.38,39.5,24
2018-11-22,40526,510,credit,71.7,22.3,12
2018-11-22,45811,509,paypal,144.38,35.5,20
2018-11-22,40082,506,paypal,68.46,23.2,10
2018-11-22,47296,505,paypal,182.71,7.8,22
2018-11-22,50711,512,paypal,107.67,33.3,10
2018-11-22,47375,515,credit,19.14,8.4,7
2018-11-22,22297,513,paypal,339.67,38.9,21
2018-11-22,36879,509,credit,20.39,12.1,7
2018-11-22,12635,504,paypal,53.55,7.7,9
2018-11-22,23067,510,credit,35.13,27.1,7
2018-11-22,37814,503,credit,98.22,25.2,8
2018-11-22,50053,515,paypal,228.84,41.2,28
2018-11-22,26628,510,paypal,60.52,14.7,6
2018-11-22,41931,514,paypal,109.37,14.6,11
2018-11-22,55198,515,paypal,109.17,19.4,6
2018-11-22,32890,506,credit,166.53,15.9,10
2018-11-22,56298,501,credit,282.52,28.6,8
2018-11-22,24699,502,credit,138.59,15.2,18
2018-11-22,15227,504,credit,185.31,10.6,15
2018-11-22,12460,515,paypal,77.07,14.2,11
2018-11-22,26869,512,credit,180.15,15.6,6
2018-11-22,48193,506,paypal,2.83,14.3,6
2018-11-22,25191,513,credit,22.62,5.7,7
2018-11-22,53172,503,paypal,27.55,10.7,7
2018-11-22,29803,515,credit,305.92,28.8,20
2018-11-22,13002,515,paypal,804.53,46.7,27
2018-11-22,23101,501,credit,193.78,19.7,13
2018-11-22,42545,501,credit,444.38,66.6,11
2018-11-22,36518,514,paypal,352.02,45.2,17
2018-11-22,55202,509,credit,278.24,13.4,12
2018-11-22,12788,513,paypal,413.74,68.6,31
2018-11-22,20670,505,credit,230.63,43.8,25
2018-11-22,54757,514,credit,39.59,54.6,10
2018-11-22,13613,515,credit,74.29,23.1,10
2018-11-22,59852,510,credit,659.96,68.3,64
2018-11-22,57472,504,credit,222.43,36.0,28
2018-11-22,35749,501,paypal,116.27,50.1,11
2018-11-22,14470,514,credit,471.75,23.2,30
2018-11-22,58665,507,credit,230.11,41.5,9
2018-11-22,31395,511,paypal,47.37,7.1,6
2018-11-22,36118,506,credit,59.67,26.9,11
2018-11-22,16689,507,paypal,335.01,40.2,38
2018-11-22,47684,503,credit,177.62,18.4,21
2018-11-22,42607,503,paypal,1014.74,53.6,37
2018-11-22,57010,510,paypal,116.79,29.3,10
2018-11-22,49586,512,paypal,0.4,2.5,6
2018-11-22,14247,506,credit,26.07,36.6,8
2018-11-22,37344,512,credit,160.66,44.2,11
2018-11-22,25182,510,credit,267.81,39.8,12
2018-11-22,38173,514,paypal,78.3,29.3,12
2018-11-22,15390,507,credit,61.73,6.1,8
2018-11-22,43828,503,credit,640.91,45.3,67
2018-11-22,26944,513,credit,65.07,14.2,10
2018-11-22,31342,506,paypal,188.15,27.6,18
2018-11-22,56240,501,paypal,130.94,9.5,11
2018-11-22,58436,502,credit,115.2,57.5,10
2018-11-22,31631,511,paypal,10.3,14.1,7
2018-11-22,46892,503,credit,57.95,28.4,9
2018-11-22,52387,501,paypal,71.02,9.7,10
2018-11-22,23088,505,paypal,363.75,42.8,17
2018-11-22,34783,502,credit,389.48,71.8,33
2018-11-22,15848,511,credit,17.38,14.6,7
2018-11-22,50073,515,paypal,41.15,37.1,9
2018-11-22,35210,513,credit,105.06,14.2,7
2018-11-22,54048,509,paypal,315.39,19.1,31
2018-11-22,21286,511,paypal,15.82,24.9,6
2018-11-22,59914,514,paypal,125.41,10.7,14
2018-11-22,55669,510,credit,8.48,18.8,6
2018-11-22,24886,505,paypal,42.35,5.8,7
2018-11-22,56978,509,credit,11.42,7.8,6
2018-11-22,37711,504,paypal,504.66,42.9,12
2018-11-22,18119,506,credit,1.58,11.4,6
2018-11-22,41258,506,paypal,3.68,20.7,6
2018-11-22,31931,513,credit,960.42,42.2,61
2018-11-22,46942,514,credit,351.1,7.3,29
2018-11-22,42015,506,credit,35.52,15.7,9
2018-11-22,53494,510,credit,270.79,21.2,22
2018-11-22,16523,513,paypal,126.02,3.3,9
2018-11-22,57333,511,paypal,9.39,24.4,7
2018-11-22,29909,508,credit,56.36,11.1,7
2018-11-22,43624,512,paypal,440.69,49.3,7
2018-11-22,35537,515,credit,191.51,19.0,13
2018-11-22,17980,507,paypal,109.46,11.2,10
2018-11-22,48970,505,credit,123.12,16.5,13
2018-11-22,39854,503,paypal,4.33,16.6,6
2018-11-22,44176,514,paypal,109.58,8.9,15
2018-11-22,49872,505,paypal,52.81,23.4,9
2018-11-22,40124,514,paypal,127.02,44.1,17
2018-11-22,38262,507,paypal,38.01,7.3,7
2018-11-22,56987,514,credit,505.49,68.6,21
2018-11-22,28552,505,credit,190.98,27.3,22
2018-11-22,55586,506,paypal,411.56,11.3,39
2018-11-22,37086,502,credit,602.35,35.6,64
2018-11-22,26850,514,credit,485.97,53.1,31
2018-11-22,55568,512,credit,234.6,14.0,10
2018-11-22,42563,504,paypal,1.89,8.4,6
2018-11-22,43554,509,paypal,55.3,23.0,10
2018-11-22,57063,506,credit,20.07,7.8,8
2018-11-22,10748,510,credit,21.29,17.8,7
2018-11-22,25485,510,paypal,58.21,20.5,11
2018-11-22,57815,512,credit,211.81,13.6,20
2018-11-22,59869,501,paypal,447.83,15.9,16
2018-11-22,25769,511,credit,7.66,6.4,6
2018-11-22,49187,505,credit,80.91,33.7,13
2018-11-22,18653,513,paypal,55.62,9.1,7
2018-11-22,16603,507,paypal,124.05,9.9,14
2018-11-22,47805,510,paypal,10.0,22.4,6
2018-11-22,54401,513,credit,191.57,37.1,9
2018-11-22,52085,509,paypal,18.03,19.7,7
2018-11-22,30461,503,credit,410.12,19.4,27
2018-11-22,34268,501,paypal,236.08,16.2,16
2018-11-22,16246,503,paypal,161.11,25.5,16
2018-11-22,40946,501,credit,43.06,10.3,9
2018-11-22,16385,502,paypal,432.87,33.0,12
2018-11-22,55816,511,credit,296.63,24.9,18
2018-11-22,40714,505,credit,108.51,9.3,7
2018-11-22,21037,506,credit,150.7,32.9,17
2018-11-22,56658,515,paypal,92.84,3.8,14
2018-11-22,38158,501,credit,85.12,5.7,7
2018-11-22,41216,510,credit,903.49,47.1,48
2018-11-22,40564,509,paypal,621.93,59.1,7
2018-11-22,30501,506,credit,445.55,36.6,48
2018-11-22,58755,515,credit,407.44,43.4,9
2018-11-22,48412,514,credit,21.84,16.6,6
2018-11-22,32785,510,paypal,8.34,20.6,7
2018-11-22,33358,503,credit,369.71,13.9,36
2018-11-22,55226,509,paypal,140.98,43.3,9
2018-11-22,59217,513,credit,122.36,5.2,17
2018-11-22,33984,514,credit,10.94,47.6,7
2018-11-22,44266,501,credit,57.33,7.0,7
2018-11-22,40037,504,paypal,350.01,4.7,27
2018-11-22,22370,503,paypal,51.69,6.9,9
2018-11-22,43729,502,paypal,35.79,14.7,7
2018-11-22,45101,505,credit,61.68,4.4,8
2018-11-22,13516,504,paypal,29.62,28.2,8
2018-11-22,53860,513,credit,3.52,45.9,6
2018-11-22,49047,507,credit,150.01,41.4,16
2018-11-22,33757,513,paypal,261.76,23.9,11
2018-11-22,36019,504,credit,253.96,10.0,10
2018-11-22,59658,502,credit,459.27,45.2,27
2018-11-22,10582,507,paypal,133.8,38.2,13
2018-11-22,40409,504,paypal,130.66,7.4,16
2018-11-22,14972,515,paypal,481.99,49.4,11
2018-11-22,47040,508,credit,18.51,21.4,7
2018-11-22,37315,509,credit,239.17,72.1,13
2018-11-22,49501,503,credit,54.18,41.3,6
2018-11-22,34590,512,paypal,108.25,20.3,6
2018-11-22,23181,501,paypal,107.07,6.6,13
2018-11-22,17919,515,credit,323.97,54.3,19
2018-11-22,46062,509,credit,205.48,20.0,10
2018-11-22,42999,505,paypal,58.78,4.1,6
2018-11-22,32825,510,credit,81.36,24.0,12
2018-11-22,36775,512,credit,108.59,14.0,15
2018-11-22,16828,515,paypal,21.17,44.7,7
2018-11-22,16636,508,paypal,254.07,16.4,13
2018-11-22,59687,510,credit,462.77,64.7,30
2018-11-22,59526,511,paypal,67.82,8.8,7
2018-11-22,47167,504,paypal,88.01,17.3,8
2018-11-22,36838,514,credit,237.37,35.2,20
2018-11-22,47466,512,credit,69.56,15.3,12
2018-11-22,55396,506,credit,122.61,30.1,15
2018-11-22,58406,501,paypal,186.41,15.0,24
2018-11-22,44771,504,credit,428.88,30.1,25
2018-11-22,29487,505,credit,92.08,6.4,15
2018-11-22,58422,507,paypal,251.22,27.1,23
2018-11-22,14107,509,credit,119.59,24.2,12
2018-11-22,55675,502,credit,7.43,14.2,7
2018-11-22,19667,515,paypal,210.09,31.5,10
2018-11-22,38347,513,paypal,52.81,9.7,10
2018-11-22,45589,510,credit,119.01,48.4,7
2018-11-22,28283,501,paypal,3.62,16.4,6
2018-11-22,57542,506,credit,120.68,50.4,7
2018-11-22,58629,501,credit,38.65,7.0,7
2018-11-22,27312,505,paypal,658.8,56.5,57
2018-11-22,22087,508,paypal,312.28,23.9,17
2018-11-22,28150,509,credit,55.31,15.0,11
2018-11-22,46110,503,credit,554.75,45.2,8
2018-11-22,20359,503,paypal,174.52,14.7,20
2018-11-22,15464,513,credit,57.56,12.7,9
2018-11-22,13358,510,credit,304.95,84.1,6
2018-11-22,47247,508,credit,994.65,76.5,48
2018-11-22,56414,507,credit,69.48,23.0,12
2018-11-22,39134,501,paypal,241.25,40.1,23
2018-11-22,36090,508,credit,174.73,73.5,15
2018-11-22,46909,504,credit,94.0,10.2,14
2018-11-22,34191,511,paypal,496.94,24.1,27
2018-11-22,43608,514,paypal,51.82,6.9,11
2018-11-22,52119,514,paypal,154.67,21.7,15
2018-11-22,26249,502,credit,32.83,15.5,7
2018-11-22,44959,506,paypal,273.24,34.5,11
2018-11-22,41002,514,credit,226.97,15.0,17
2018-11-22,51149,506,credit,316.85,28.6,36
2018-11-22,53133,507,credit,299.42,56.8,18
2018-11-22,46249,505,credit,122.31,19.5,9
2018-11-22,27348,504,credit,2.48,17.3,6
2018-11-22,18621,512,credit,1021.0,96.7,53
2018-11-22,35041,508,paypal,121.95,16.7,16
2018-11-22,21652,512,credit,948.0,88.3,37
2018-11-22,52692,513,credit,184.7,40.9,9
2018-11-22,41772,507,credit,122.27,32.7,12
2018-11-22,31988,512,credit,443.01,34.2,23
2018-11-22,55163,507,paypal,1132.47,58.1,85
2018-11-22,10664,511,credit,77.77,37.2,13
2018-11-22,51916,509,credit,33.42,7.0,9
2018-11-22,19280,513,credit,95.4,29.0,10
2018-11-22,21383,501,credit,32.58,14.0,6
2018-11-22,52015,502,credit,24.42,18.6,7
2018-11-22,49583,503,credit,218.28,36.0,19
2018-11-22,47640,513,credit,92.6,12.0,10
2018-11-22,22506,506,paypal,328.08,9.7,15
2018-11-22,31028,505,credit,65.78,7.3,9
2018-11-22,35735,502,credit,28.46,12.1,8
2018-11-22,11485,507,credit,186.29,22.9,24
2018-11-22,28591,515,credit,522.4,24.4,57
2018-11-22,20950,514,paypal,260.12,37.3,7
2018-11-22,32611,509,credit,64.8,17.4,7
2018-11-22,33470,506,credit,79.75,19.0,6
2018-11-22,40059,505,credit,145.64,13.9,19
2018-11-22,48831,503,paypal,16.38,14.7,7
2018-11-22,20846,504,credit,219.29,18.4,18
2018-11-22,32448,507,paypal,131.69,51.6,18
2018-11-22,57155,509,paypal,27.28,11.1,7
2018-11-22,33395,507,paypal,92.6,15.8,12
2018-11-22,52603,513,paypal,130.06,12.4,16
2018-11-22,11513,501,credit,165.79,12.5,20
2018-11-22,58699,505,credit,218.61,34.7,11
2018-11-22,16328,509,credit,130.92,23.2,14
2018-11-22,43648,504,credit,48.89,5.5,11
2018-11-22,47769,502,paypal,24.2,9.0,8
2018-11-22,33233,513,paypal,425.07,47.8,46
2018-11-22,10530,512,credit,113.19,33.8,13
2018-11-22,44202,513,credit,45.73,70.0,9
2018-11-22,46441,506,paypal,45.52,4.6,6
2018-11-22,54043,514,credit,19.58,20.1,8
2018-11-22,55324,513,paypal,194.24,23.7,25
2018-11-22,12729,515,credit,166.29,21.0,22
2018-11-22,54067,513,credit,11.06,44.1,6
2018-11-22,39226,507,credit,124.38,15.6,16
2018-11-22,49325,505,credit,787.29,71.1,49
2018-11-22,23615,514,paypal,178.93,18.1,19
2018-11-22,23982,507,paypal,74.79,19.1,9
2018-11-22,37869,501,paypal,81.78,11.0,12
2018-11-22,23238,502,credit,196.31,20.2,12
2018-11-22,28574,505,credit,207.55,9.8,25
2018-11-22,43323,506,paypal,88.76,8.9,12
2018-11-22,36708,502,credit,103.16,128.3,12
2018-11-22,27461,505,paypal,123.42,11.2,10
2018-11-22,57621,506,paypal,378.38,6.0,6
2018-11-22,58653,501,paypal,228.57,38.5,19
2018-11-22,59269,510,paypal,180.64,12.7,21
2018-11-22,51605,511,paypal,128.85,9.7,11
2018-11-22,55209,507,credit,152.41,32.4,14
2018-11-22,16514,504,paypal,24.07,3.5,8
2018-11-22,59220,503,paypal,198.2,14.7,11
2018-11-22,22500,504,credit,242.87,35.0,20
2018-11-22,21377,513,credit,214.48,25.2,23
2018-11-22,59696,508,paypal,97.7,8.0,12
2018-11-22,47851,502,credit,368.25,33.7,39
2018-11-22,25693,509,credit,21.52,12.5,8
2018-11-22,21309,504,paypal,21.73,8.9,8
2018-11-22,54279,507,paypal,228.92,21.8,10
2018-11-22,34566,506,paypal,306.15,44.9,33
2018-11-22,28413,515,credit,223.36,16.8,25
2018-11-22,27383,506,credit,2.67,61.7,6
