customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_Segment,RFM_Score
19471,8,2,502.89,3,5,5,355,13
19476,8,2,185.54,3,5,3,353,11
19477,3,1,49.12,5,1,1,511,7
19478,2,1,88.78,5,1,2,512,8
19479,8,1,6.75,3,1,1,311,5
19480,5,1,480.25,4,1,5,415,10
19481,2,3,757.02,5,5,5,555,15
19482,2,2,323.96999999999997,5,5,4,554,14
19494,3,1,149.18,5,1,3,513,9
19498,8,1,219.96,3,1,3,313,7
19499,2,1,4.77,5,1,1,511,7
19500,8,3,390.65,3,5,4,354,12
19504,4,2,527.4,4,5,5,455,14
19505,2,2,127.48,5,5,2,552,12
19506,3,1,399.78,5,1,4,514,10
19509,2,1,295.33,5,1,4,514,10
19510,8,1,48.93,3,1,1,311,5
19514,8,1,985.1,3,1,5,315,9
19519,2,1,10.97,5,1,1,511,7
19521,8,1,121.27,3,1,2,312,6
19522,6,2,839.49,3,5,5,355,13
19524,4,1,226.84,4,1,3,413,8
19525,9,1,123.37,2,1,2,212,5
19526,9,1,235.47,2,1,3,213,6
19527,10,1,409.8,1,1,4,114,6
19528,5,3,760.89,4,5,5,455,14
19530,3,2,414.42,5,5,5,555,15
19534,6,1,374.6,3,1,4,314,8
19535,2,1,88.15,5,1,2,512,8
19540,8,3,403.78000000000003,3,5,4,354,12
19541,10,1,56.99,1,1,2,112,4
19543,4,1,153.82,4,1,3,413,8
19544,10,1,56.93,1,1,1,111,3
19545,3,2,72.14999999999999,5,5,2,552,12
19546,2,1,201.6,5,1,3,513,9
19548,3,1,505.51,5,1,5,515,11
19551,6,1,206.38,3,1,3,313,7
19553,11,2,219.53,1,5,3,153,9
19554,6,1,102.26,3,1,2,312,6
19559,3,2,411.18,5,5,4,554,14
19560,6,3,394.99,3,5,4,354,12
19561,8,1,66.82,3,1,2,312,6
19562,6,2,459.75,3,5,5,355,13
19564,3,1,175.45,5,1,3,513,9
19565,9,1,231.79,2,1,3,213,6
19569,8,1,480.07,3,1,5,315,9
19572,11,1,180.92,1,1,3,113,5
19574,8,1,255.26,3,1,4,314,8
19576,10,1,129.12,1,1,2,112,4
19578,8,1,775.44,3,1,5,315,9
19580,8,1,170.22,3,1,3,313,7
19582,6,1,47.2,3,1,1,311,5
19585,2,1,863.9,5,1,5,515,11
19587,6,1,101.38,3,1,2,312,6
19588,9,1,460.47,2,1,5,215,8
19590,5,1,366.19,4,1,4,414,9
19592,8,1,387.3,3,1,4,314,8
19598,8,2,71.84,3,5,2,352,10
19600,6,1,399.57,3,1,4,314,8
19602,11,1,157.84,1,1,3,113,5
19605,4,1,32.54,4,1,1,411,6
19607,3,3,265.27,5,5,4,554,14
19608,11,1,219.61,1,1,3,113,5
19610,3,1,68.72,5,1,2,512,8
19611,6,1,118.07,3,1,2,312,6
19613,9,1,559.48,2,1,5,215,8
19615,8,2,86.02,3,5,2,352,10
19619,10,1,364.49,1,1,4,114,6
19620,2,1,47.93,5,1,1,511,7
19622,8,1,151.62,3,1,3,313,7
19623,9,1,109.73,2,1,2,212,5
19626,2,2,468.21000000000004,5,5,5,555,15
19632,2,2,774.47,5,5,5,555,15
19642,3,2,879.22,5,5,5,555,15
19652,3,2,346.84,5,5,4,554,14
19654,9,2,316.83,2,5,4,254,11
19655,11,1,8.78,1,1,1,111,3
19656,2,1,128.61,5,1,2,512,8
19657,3,1,512.83,5,1,5,515,11
19658,8,1,128.17,3,1,2,312,6
19662,8,1,906.17,3,1,5,315,9
19664,8,1,104.9,3,1,2,312,6
19667,8,2,635.13,3,5,5,355,13
19668,2,2,235.62,5,5,3,553,13
19670,8,1,83.81,3,1,2,312,6
19671,11,1,175.43,1,1,3,113,5
19672,3,1,252.61,5,1,4,514,10
19676,6,1,6.76,3,1,1,311,5
19678,10,1,202.3,1,1,3,113,5
19682,2,2,218.88,5,5,3,553,13
19683,3,1,219.13,5,1,3,513,9
19685,5,2,14.16,4,5,1,451,10
19686,6,1,110.88,3,1,2,312,6
19693,2,1,130.31,5,1,3,513,9
19694,2,1,538.29,5,1,5,515,11
19695,8,1,42.42,3,1,1,311,5
19696,8,2,311.8,3,5,4,354,12
19697,3,1,11.4,5,1,1,511,7
19699,11,1,160.93,1,1,3,113,5
19707,10,1,101.52,1,1,2,112,4
19708,3,1,227.78,5,1,3,513,9
19710,8,1,105.26,3,1,2,312,6
19711,8,1,176.06,3,1,3,313,7
19716,8,1,461.76,3,1,5,315,9
19722,8,1,997.09,3,1,5,315,9
19723,7,1,117.84,3,1,2,312,6
19724,8,1,74.17,3,1,2,312,6
19727,9,2,259.63,2,5,4,254,11
19728,8,2,693.15,3,5,5,355,13
19731,3,1,790.46,5,1,5,515,11
19733,8,1,582.61,3,1,5,315,9
19734,4,1,89.48,4,1,2,412,7
19736,7,1,220.57,3,1,3,313,7
19737,2,1,397.16,5,1,4,514,10
19739,9,1,131.51,2,1,3,213,6
19742,8,3,1125.62,3,5,5,355,13
19745,3,1,19.21,5,1,1,511,7
19746,9,1,24.92,2,1,1,211,4
19748,4,1,9.74,4,1,1,411,6
19749,6,1,6.44,3,1,1,311,5
19750,8,1,207.21,3,1,3,313,7
19751,5,1,3.33,4,1,1,411,6
19752,3,1,56.68,5,1,1,511,7
19757,9,1,529.18,2,1,5,215,8
19758,9,1,1.27,2,1,1,211,4
19759,5,1,80.66,4,1,2,412,7
19765,8,1,63.49,3,1,2,312,6
19767,8,1,583.45,3,1,5,315,9
19768,3,1,3.3,5,1,1,511,7
19769,8,1,79.22,3,1,2,312,6
19770,5,2,618.79,4,5,5,455,14
19772,3,1,114.77,5,1,2,512,8
19774,8,1,665.52,3,1,5,315,9
19775,9,2,700.31,2,5,5,255,12
19776,9,1,76.65,2,1,2,212,5
19777,4,1,86.84,4,1,2,412,7
19778,3,1,144.06,5,1,3,513,9
19779,4,1,446.65,4,1,5,415,10
19782,6,1,99.91,3,1,2,312,6
19786,10,1,189.26,1,1,3,113,5
19787,2,1,247.36,5,1,4,514,10
19793,4,2,389.46000000000004,4,5,4,454,13
19797,11,1,170.82,1,1,3,113,5
19799,3,1,196.13,5,1,3,513,9
19800,5,1,248.67,4,1,4,414,9
19803,8,2,456.61,3,5,5,355,13
19806,11,1,68.54,1,1,2,112,4
19807,8,1,22.42,3,1,1,311,5
19808,9,1,13.1,2,1,1,211,4
19809,9,1,234.55,2,1,3,213,6
19811,10,1,366.64,1,1,4,114,6
19812,2,2,645.74,5,5,5,555,15
19813,2,1,103.05,5,1,2,512,8
19815,8,1,371.21,3,1,4,314,8
19820,9,1,268.33,2,1,4,214,7
19827,6,1,485.68,3,1,5,315,9
19828,11,1,525.83,1,1,5,115,7
19829,5,2,888.4100000000001,4,5,5,455,14
19833,3,1,93.35,5,1,2,512,8
19834,4,1,250.51,4,1,4,414,9
19837,2,1,147.65,5,1,3,513,9
19844,8,1,344.34,3,1,4,314,8
19845,10,1,6.4,1,1,1,111,3
19848,9,1,0.94,2,1,1,211,4
19850,6,1,1.12,3,1,1,311,5
19852,8,1,47.24,3,1,1,311,5
19854,8,1,181.43,3,1,3,313,7
19863,2,2,90.16,5,5,2,552,12
19869,4,2,650.26,4,5,5,455,14
19871,6,1,359.9,3,1,4,314,8
19879,3,4,443.63,5,5,5,555,15
19881,2,1,196.24,5,1,3,513,9
19884,10,1,7.87,1,1,1,111,3
19886,8,1,417.17,3,1,5,315,9
19890,11,1,109.33,1,1,2,112,4
19893,8,1,197.65,3,1,3,313,7
19897,8,1,255.32,3,1,4,314,8
19902,3,1,120.47,5,1,2,512,8
19905,2,1,295.04,5,1,4,514,10
19907,8,1,112.36,3,1,2,312,6
19911,8,1,545.18,3,1,5,315,9
19914,8,1,0.75,3,1,1,311,5
19919,11,1,201.99,1,1,3,113,5
19923,8,1,254.23,3,1,4,314,8
19928,5,1,185.85,4,1,3,413,8
19933,4,1,22.61,4,1,1,411,6
19935,4,1,202.85,4,1,3,413,8
19936,8,2,550.46,3,5,5,355,13
19937,8,1,53.87,3,1,1,311,5
19940,5,1,5.1,4,1,1,411,6
19946,8,1,680.17,3,1,5,315,9
19948,8,1,256.64,3,1,4,314,8
19951,8,1,520.16,3,1,5,315,9
19954,3,1,53.05,5,1,1,511,7
19957,2,1,89.82,5,1,2,512,8
19958,8,1,234.24,3,1,3,313,7
19959,4,1,616.81,4,1,5,415,10
19964,10,1,134.55,1,1,3,113,5
19965,6,1,336.75,3,1,4,314,8
19971,4,1,50.56,4,1,1,411,6
19972,8,1,25.39,3,1,1,311,5
19974,10,1,212.71,1,1,3,113,5
19976,2,1,281.4,5,1,4,514,10
19977,10,1,228.34,1,1,3,113,5
19980,5,1,105.46,4,1,2,412,7
19982,4,2,145.79,4,5,3,453,12
19983,5,1,134.1,4,1,3,413,8
19986,8,1,116.49,3,1,2,312,6
19987,11,1,97.49,1,1,2,112,4
19989,8,3,216.01,3,5,3,353,11
19990,8,1,58.57,3,1,2,312,6
19991,8,2,541.07,3,5,5,355,13
20002,5,1,48.6,4,1,1,411,6
20003,5,1,576.28,4,1,5,415,10
20004,2,1,366.67,5,1,4,514,10
20005,8,2,831.77,3,5,5,355,13
20007,11,1,228.89,1,1,3,113,5
20010,9,1,88.43,2,1,2,212,5
20012,2,2,137.16,5,5,3,553,13
20022,2,1,177.23,5,1,3,513,9
20025,8,2,641.62,3,5,5,355,13
20027,8,1,154.64,3,1,3,313,7
20028,11,1,53.92,1,1,1,111,3
20030,2,2,178.82,5,5,3,553,13
20031,3,3,705.91,5,5,5,555,15
20032,4,1,25.97,4,1,1,411,6
20036,2,2,353.46000000000004,5,5,4,554,14
20038,8,1,265.28,3,1,4,314,8
20039,5,2,191.92000000000002,4,5,3,453,12
20040,3,3,697.79,5,5,5,555,15
20043,3,1,201.32,5,1,3,513,9
20045,11,1,21.29,1,1,1,111,3
20046,10,1,93.8,1,1,2,112,4
20047,9,2,301.67,2,5,4,254,11
20048,4,1,53.9,4,1,1,411,6
20050,8,1,22.2,3,1,1,311,5
20051,3,1,90.61,5,1,2,512,8
20052,6,3,137.97,3,5,3,353,11
20053,6,1,356.14,3,1,4,314,8
20054,8,2,87.02,3,5,2,352,10
20055,11,1,157.16,1,1,3,113,5
20060,2,1,23.23,5,1,1,511,7
20062,8,1,642.3,3,1,5,315,9
20064,5,1,542.27,4,1,5,415,10
20065,10,1,41.89,1,1,1,111,3
20067,8,1,342.09,3,1,4,314,8
20068,4,1,100.97,4,1,2,412,7
20070,11,1,337.17,1,1,4,114,6
20074,8,1,172.93,3,1,3,313,7
20075,6,2,228.49,3,5,3,353,11
20078,4,1,47.13,4,1,1,411,6
20079,5,1,525.67,4,1,5,415,10
20082,2,1,260.54,5,1,4,514,10
20083,10,1,44.45,1,1,1,111,3
20084,8,1,536.32,3,1,5,315,9
20085,2,1,137.67,5,1,3,513,9
20087,8,1,173.06,3,1,3,313,7
20089,8,2,113.74,3,5,2,352,10
20093,8,1,116.84,3,1,2,312,6
20094,8,1,242.49,3,1,4,314,8
20096,9,1,324.7,2,1,4,214,7
20098,4,1,70.72,4,1,2,412,7
20100,8,1,394.6,3,1,4,314,8
20101,8,1,176.46,3,1,3,313,7
20105,8,1,19.7,3,1,1,311,5
20106,3,1,48.34,5,1,1,511,7
20108,3,3,223.08999999999997,5,5,3,553,13
20109,8,1,199.82,3,1,3,313,7
20110,2,1,749.21,5,1,5,515,11
20112,5,1,95.0,4,1,2,412,7
20116,8,2,473.62,3,5,5,355,13
20118,8,2,511.05,3,5,5,355,13
20119,10,1,516.53,1,1,5,115,7
20122,8,1,95.16,3,1,2,312,6
20125,11,1,227.15,1,1,3,113,5
20129,3,2,447.08,5,5,5,555,15
20132,9,1,85.55,2,1,2,212,5
20134,8,1,292.12,3,1,4,314,8
20136,2,1,509.31,5,1,5,515,11
20138,8,1,1616.59,3,1,5,315,9
20140,8,2,624.71,3,5,5,355,13
20141,4,1,367.09,4,1,4,414,9
20145,5,1,81.72,4,1,2,412,7
20147,4,1,105.75,4,1,2,412,7
20149,10,1,60.06,1,1,2,112,4
20151,8,1,531.47,3,1,5,315,9
20153,5,2,488.64,4,5,5,455,14
20157,10,1,13.49,1,1,1,111,3
20163,8,3,483.21,3,5,5,355,13
20165,4,2,161.97,4,5,3,453,12
20166,11,1,109.24,1,1,2,112,4
20168,8,2,622.74,3,5,5,355,13
20171,10,1,106.41,1,1,2,112,4
20172,9,1,407.06,2,1,4,214,7
20177,8,1,155.96,3,1,3,313,7
20179,5,1,300.26,4,1,4,414,9
20180,2,2,590.03,5,5,5,555,15
20184,8,1,79.87,3,1,2,312,6
20185,4,1,280.64,4,1,4,414,9
20191,11,1,59.54,1,1,2,112,4
20195,3,1,26.79,5,1,1,511,7
20198,8,2,590.12,3,5,5,355,13
20199,8,2,180.64,3,5,3,353,11
20201,11,1,86.4,1,1,2,112,4
20202,9,1,92.77,2,1,2,212,5
20203,2,3,369.81,5,5,4,554,14
20211,2,1,623.09,5,1,5,515,11
20212,10,1,66.07,1,1,2,112,4
20213,2,2,509.38,5,5,5,555,15
20214,5,1,49.4,4,1,1,411,6
20217,4,1,356.79,4,1,4,414,9
20220,2,1,259.96,5,1,4,514,10
20222,4,1,99.96,4,1,2,412,7
20226,4,1,233.05,4,1,3,413,8
20234,8,1,1053.01,3,1,5,315,9
20239,8,1,142.85,3,1,3,313,7
20241,8,1,484.94,3,1,5,315,9
20245,2,1,192.85,5,1,3,513,9
20254,11,1,66.72,1,1,2,112,4
20266,2,2,191.41,5,5,3,553,13
20267,8,1,185.75,3,1,3,313,7
20268,2,2,573.5300000000001,5,5,5,555,15
20270,11,1,46.06,1,1,1,111,3
20271,3,2,50.33,5,5,1,551,11
20272,8,2,313.28999999999996,3,5,4,354,12
20273,2,1,58.94,5,1,2,512,8
20274,8,1,34.55,3,1,1,311,5
20276,2,2,449.11,5,5,5,555,15
20281,2,2,563.29,5,5,5,555,15
20285,6,1,215.68,3,1,3,313,7
20286,4,1,39.16,4,1,1,411,6
20288,11,1,508.88,1,1,5,115,7
20296,2,3,681.26,5,5,5,555,15
20298,5,1,302.86,4,1,4,414,9
20299,8,1,87.33,3,1,2,312,6
20300,8,2,248.74,3,5,4,354,12
20302,8,1,232.34,3,1,3,313,7
20304,8,1,138.85,3,1,3,313,7
20307,2,1,106.54,5,1,2,512,8
20308,4,1,44.26,4,1,1,411,6
20310,9,1,104.44,2,1,2,212,5
20315,8,1,833.35,3,1,5,315,9
20318,6,1,23.73,3,1,1,311,5
20320,9,1,161.75,2,1,3,213,6
20322,6,1,111.49,3,1,2,312,6
20324,4,1,189.01,4,1,3,413,8
20326,3,1,189.58,5,1,3,513,9
20327,8,1,576.74,3,1,5,315,9
20328,5,1,64.15,4,1,2,412,7
20329,5,1,0.54,4,1,1,411,6
20331,11,1,77.63,1,1,2,112,4
20332,2,1,183.25,5,1,3,513,9
20338,8,1,466.62,3,1,5,315,9
20339,11,1,314.07,1,1,4,114,6
20340,3,2,329.22,5,5,4,554,14
20344,4,1,146.82,4,1,3,413,8
20349,10,1,39.37,1,1,1,111,3
20351,8,1,258.33,3,1,4,314,8
20353,3,1,201.78,5,1,3,513,9
20355,3,1,113.95,5,1,2,512,8
20356,10,1,89.52,1,1,2,112,4
20359,9,1,174.52,2,1,3,213,6
20361,2,1,170.38,5,1,3,513,9
20362,10,1,155.18,1,1,3,113,5
20364,8,2,270.75,3,5,4,354,12
20366,2,1,137.11,5,1,3,513,9
20368,3,1,95.37,5,1,2,512,8
20371,2,2,391.03999999999996,5,5,4,554,14
20372,10,1,254.29,1,1,4,114,6
20375,8,1,7.74,3,1,1,311,5
20377,5,3,802.48,4,5,5,455,14
20378,8,2,653.84,3,5,5,355,13
20379,8,1,686.16,3,1,5,315,9
20383,5,2,353.41,4,5,4,454,13
20386,6,1,56.45,3,1,1,311,5
20391,9,1,455.84,2,1,5,215,8
20392,6,2,391.15000000000003,3,5,4,354,12
20393,11,1,17.43,1,1,1,111,3
20394,4,2,184.14,4,5,3,453,12
20397,8,1,38.99,3,1,1,311,5
20398,8,1,13.28,3,1,1,311,5
20399,8,1,509.5,3,1,5,315,9
20400,8,1,52.78,3,1,1,311,5
20401,8,2,274.46,3,5,4,354,12
20404,3,1,149.73,5,1,3,513,9
20408,3,2,317.61,5,5,4,554,14
20413,4,2,280.92,4,5,4,454,13
20421,6,2,467.68,3,5,5,355,13
20422,10,1,43.28,1,1,1,111,3
20423,3,1,334.19,5,1,4,514,10
20425,5,1,289.84,4,1,4,414,9
20427,8,2,871.99,3,5,5,355,13
20428,3,2,209.82999999999998,5,5,3,553,13
20432,10,1,148.85,1,1,3,113,5
20439,10,1,50.6,1,1,1,111,3
20440,8,1,65.38,3,1,2,312,6
20441,5,1,184.17,4,1,3,413,8
20443,7,1,54.69,3,1,1,311,5
20444,2,3,588.28,5,5,5,555,15
20448,4,1,576.3,4,1,5,415,10
20452,3,1,785.29,5,1,5,515,11
20453,5,1,13.88,4,1,1,411,6
20457,8,2,268.53,3,5,4,354,12
20460,8,1,731.39,3,1,5,315,9
20462,2,1,197.56,5,1,3,513,9
20464,2,2,516.38,5,5,5,555,15
20465,8,1,37.14,3,1,1,311,5
20466,8,2,446.1,3,5,5,355,13
20470,5,1,134.34,4,1,3,413,8
20471,6,1,648.82,3,1,5,315,9
20472,8,1,1563.59,3,1,5,315,9
20473,2,1,62.32,5,1,2,512,8
20478,3,1,198.92,5,1,3,513,9
20480,9,1,94.32,2,1,2,212,5
20483,2,2,234.27,5,5,3,553,13
20484,8,1,111.57,3,1,2,312,6
20485,3,2,13.930000000000001,5,5,1,551,11
20488,11,1,272.16,1,1,4,114,6
20500,10,1,119.74,1,1,2,112,4
20504,4,1,58.9,4,1,2,412,7
20506,3,1,53.78,5,1,1,511,7
20510,6,1,285.36,3,1,4,314,8
20517,9,1,141.72,2,1,3,213,6
20518,4,1,157.63,4,1,3,413,8
20523,4,1,437.51,4,1,5,415,10
20526,2,1,136.21,5,1,3,513,9
20529,4,2,396.32,4,5,4,454,13
20532,8,1,137.0,3,1,3,313,7
20534,5,2,567.25,4,5,5,455,14
20535,8,1,187.72,3,1,3,313,7
20536,8,2,306.7,3,5,4,354,12
20541,2,2,375.96000000000004,5,5,4,554,14
20543,10,1,286.99,1,1,4,114,6
20545,11,1,81.66,1,1,2,112,4
20547,2,1,58.07,5,1,2,512,8
20549,8,1,299.59,3,1,4,314,8
20550,3,3,252.82999999999998,5,5,4,554,14
20556,2,1,40.85,5,1,1,511,7
20557,5,1,56.26,4,1,1,411,6
20563,8,1,9.39,3,1,1,311,5
20564,2,2,383.52,5,5,4,554,14
20567,3,1,151.42,5,1,3,513,9
20572,8,1,2.65,3,1,1,311,5
20574,2,2,480.5,5,5,5,555,15
20581,4,1,213.32,4,1,3,413,8
20586,4,3,675.16,4,5,5,455,14
20587,3,1,332.31,5,1,4,514,10
20588,5,1,12.66,4,1,1,411,6
20589,10,1,368.41,1,1,4,114,6
20590,5,3,518.53,4,5,5,455,14
20597,6,1,64.95,3,1,2,312,6
20599,3,2,462.49,5,5,5,555,15
20600,9,1,214.27,2,1,3,213,6
20601,6,1,591.62,3,1,5,315,9
20606,8,1,90.18,3,1,2,312,6
20607,8,1,258.34,3,1,4,314,8
20608,8,1,74.93,3,1,2,312,6
20612,4,1,27.17,4,1,1,411,6
20615,5,2,168.75,4,5,3,453,12
20618,3,1,418.96,5,1,5,515,11
20620,8,1,84.99,3,1,2,312,6
20627,11,1,23.9,1,1,1,111,3
20628,3,2,535.3199999999999,5,5,5,555,15
20631,10,1,48.85,1,1,1,111,3
20637,5,1,52.08,4,1,1,411,6
20643,3,2,470.24,5,5,5,555,15
20645,3,1,67.65,5,1,2,512,8
20647,8,1,63.45,3,1,2,312,6
20651,7,2,405.65,3,5,4,354,12
20653,2,3,487.28,5,5,5,555,15
20657,8,1,47.36,3,1,1,311,5
20658,11,1,175.85,1,1,3,113,5
20660,10,1,364.4,1,1,4,114,6
20663,8,1,65.74,3,1,2,312,6
20664,8,1,143.11,3,1,3,313,7
20666,8,1,656.2,3,1,5,315,9
20667,5,1,102.83,4,1,2,412,7
20669,3,1,474.07,5,1,5,515,11
20670,9,1,230.63,2,1,3,213,6
20674,4,3,521.87,4,5,5,455,14
20681,5,1,70.44,4,1,2,412,7
20682,5,2,389.03000000000003,4,5,4,454,13
20683,3,1,90.0,5,1,2,512,8
20685,3,2,220.41000000000003,5,5,3,553,13
20686,8,1,108.72,3,1,2,312,6
20687,2,1,180.43,5,1,3,513,9
20691,6,1,9.57,3,1,1,311,5
20692,6,1,13.95,3,1,1,311,5
20694,3,1,9.09,5,1,1,511,7
20695,8,2,1603.0100000000002,3,5,5,355,13
20697,2,2,93.47,5,5,2,552,12
20701,4,1,114.3,4,1,2,412,7
20705,8,1,549.71,3,1,5,315,9
20709,4,2,436.5,4,5,5,455,14
20711,5,1,8.01,4,1,1,411,6
20712,8,1,41.63,3,1,1,311,5
20714,11,1,119.97,1,1,2,112,4
20716,10,1,24.0,1,1,1,111,3
20717,8,2,817.29,3,5,5,355,13
20719,11,1,11.18,1,1,1,111,3
20724,5,1,23.01,4,1,1,411,6
20726,3,2,55.68,5,5,1,551,11
20727,8,2,935.1800000000001,3,5,5,355,13
20731,8,1,317.87,3,1,4,314,8
20732,8,1,101.43,3,1,2,312,6
20737,3,2,1036.83,5,5,5,555,15
20739,6,2,314.39,3,5,4,354,12
20744,6,1,9.96,3,1,1,311,5
20745,3,1,827.75,5,1,5,515,11
20749,5,1,48.62,4,1,1,411,6
20751,4,1,49.48,4,1,1,411,6
20761,4,1,25.65,4,1,1,411,6
20762,11,2,202.32999999999998,1,5,3,153,9
20763,5,3,389.59,4,5,4,454,13
20765,3,1,533.78,5,1,5,515,11
20767,8,1,459.68,3,1,5,315,9
20768,4,1,51.17,4,1,1,411,6
20770,5,1,256.79,4,1,4,414,9
20771,8,2,160.45999999999998,3,5,3,353,11
20773,6,1,335.81,3,1,4,314,8
20775,2,2,345.45,5,5,4,554,14
20776,11,1,395.75,1,1,4,114,6
20777,4,1,396.28,4,1,4,414,9
20779,8,1,283.46,3,1,4,314,8
20780,8,1,507.21,3,1,5,315,9
20781,7,1,224.48,3,1,3,313,7
20783,2,1,242.58,5,1,4,514,10
20784,10,2,720.72,1,5,5,155,11
20786,5,1,226.32,4,1,3,413,8
20787,11,1,148.35,1,1,3,113,5
20788,8,1,31.89,3,1,1,311,5
20791,8,1,83.4,3,1,2,312,6
20792,8,3,337.42,3,5,4,354,12
20797,2,3,181.15,5,5,3,553,13
20798,4,1,476.3,4,1,5,415,10
20799,6,1,38.34,3,1,1,311,5
20803,6,1,26.95,3,1,1,311,5
20807,4,1,81.87,4,1,2,412,7
20808,3,1,92.08,5,1,2,512,8
20809,3,2,583.63,5,5,5,555,15
20810,10,1,260.33,1,1,4,114,6
20814,4,2,390.77000000000004,4,5,4,454,13
20821,8,2,701.75,3,5,5,355,13
20823,11,1,77.95,1,1,2,112,4
20828,2,2,275.38,5,5,4,554,14
20831,8,2,372.56,3,5,4,354,12
20837,3,1,587.11,5,1,5,515,11
20838,5,2,182.26999999999998,4,5,3,453,12
20840,8,1,77.8,3,1,2,312,6
20844,5,1,120.91,4,1,2,412,7
20846,9,1,219.29,2,1,3,213,6
20848,10,1,78.55,1,1,2,112,4
20851,5,1,41.59,4,1,1,411,6
20852,2,1,215.54,5,1,3,513,9
20853,6,1,91.58,3,1,2,312,6
20857,3,1,32.23,5,1,1,511,7
20858,7,1,100.71,3,1,2,312,6
20860,4,1,83.24,4,1,2,412,7
20861,7,1,8.4,3,1,1,311,5
20862,10,1,151.43,1,1,3,113,5
20873,4,1,263.09,4,1,4,414,9
20876,3,2,386.36,5,5,4,554,14
20879,2,1,144.87,5,1,3,513,9
20880,2,3,183.91,5,5,3,553,13
20888,2,1,791.11,5,1,5,515,11
20890,5,1,220.34,4,1,3,413,8
20891,5,2,512.29,4,5,5,455,14
20893,2,1,466.13,5,1,5,515,11
20898,3,2,253.29000000000002,5,5,4,554,14
20901,8,1,136.8,3,1,3,313,7
20904,6,1,206.87,3,1,3,313,7
20905,2,2,287.78,5,5,4,554,14
20906,11,1,525.95,1,1,5,115,7
20908,8,1,168.55,3,1,3,313,7
20912,11,1,166.4,1,1,3,113,5
20913,5,1,421.28,4,1,5,415,10
20916,4,1,44.11,4,1,1,411,6
20917,11,1,128.82,1,1,2,112,4
20918,3,1,205.71,5,1,3,513,9
20922,8,1,117.16,3,1,2,312,6
20924,5,2,416.3,4,5,5,455,14
20925,5,1,29.08,4,1,1,411,6
20926,8,1,24.78,3,1,1,311,5
20928,11,1,365.31,1,1,4,114,6
20929,3,1,161.75,5,1,3,513,9
20935,3,1,88.39,5,1,2,512,8
20936,6,1,75.6,3,1,2,312,6
20937,5,1,260.7,4,1,4,414,9
20939,8,1,17.94,3,1,1,311,5
20943,8,1,387.4,3,1,4,314,8
20944,10,1,180.72,1,1,3,113,5
20947,11,1,352.46,1,1,4,114,6
20948,8,1,213.42,3,1,3,313,7
20950,2,3,1004.73,5,5,5,555,15
20953,6,1,104.4,3,1,2,312,6
20956,6,1,736.71,3,1,5,315,9
20957,10,1,69.65,1,1,2,112,4
20958,7,2,397.46999999999997,3,5,4,354,12
20960,3,1,8.59,5,1,1,511,7
20969,3,1,108.85,5,1,2,512,8
20973,6,3,159.98,3,5,3,353,11
20975,10,1,166.01,1,1,3,113,5
20976,4,1,258.38,4,1,4,414,9
20978,10,1,67.04,1,1,2,112,4
20980,7,1,46.04,3,1,1,311,5
20983,5,1,158.55,4,1,3,413,8
20984,8,2,265.75,3,5,4,354,12
20987,8,1,664.87,3,1,5,315,9
20988,8,1,264.23,3,1,4,314,8
20993,4,1,230.53,4,1,3,413,8
20997,8,1,10.53,3,1,1,311,5
21001,8,1,384.25,3,1,4,314,8
21003,4,1,82.32,4,1,2,412,7
21005,8,1,470.44,3,1,5,315,9
21006,2,2,399.64,5,5,4,554,14
21007,8,1,87.81,3,1,2,312,6
21010,9,1,249.11,2,1,4,214,7
21011,8,1,1432.97,3,1,5,315,9
21014,3,1,457.63,5,1,5,515,11
21016,7,1,133.46,3,1,3,313,7
21020,8,1,904.97,3,1,5,315,9
21022,4,2,1234.36,4,5,5,455,14
21024,6,2,595.9,3,5,5,355,13
21025,6,1,54.05,3,1,1,311,5
21032,8,1,73.12,3,1,2,312,6
21034,4,1,262.27,4,1,4,414,9
21035,5,1,23.14,4,1,1,411,6
21037,8,2,853.44,3,5,5,355,13
21038,11,1,106.27,1,1,2,112,4
21040,5,1,130.75,4,1,3,413,8
21043,8,1,6.65,3,1,1,311,5
21045,6,1,49.55,3,1,1,311,5
21047,2,1,94.45,5,1,2,512,8
21049,6,1,134.9,3,1,3,313,7
21054,11,1,76.96,1,1,2,112,4
21060,11,1,35.85,1,1,1,111,3
21061,3,2,145.35999999999999,5,5,3,553,13
21063,8,1,133.24,3,1,3,313,7
21065,2,1,93.67,5,1,2,512,8
21069,5,2,240.76000000000002,4,5,4,454,13
21070,3,1,124.45,5,1,2,512,8
21071,9,1,52.6,2,1,1,211,4
21074,8,1,246.18,3,1,4,314,8
21075,3,1,224.71,5,1,3,513,9
21076,5,2,404.90000000000003,4,5,4,454,13
21080,5,1,17.26,4,1,1,411,6
21084,8,1,534.12,3,1,5,315,9
21085,3,1,206.85,5,1,3,513,9
21089,4,1,106.9,4,1,2,412,7
21090,10,1,103.37,1,1,2,112,4
21093,7,1,210.85,3,1,3,313,7
21094,11,1,175.61,1,1,3,113,5
21095,4,1,130.06,4,1,3,413,8
21097,10,1,218.44,1,1,3,113,5
21103,5,1,20.39,4,1,1,411,6
21104,11,1,263.07,1,1,4,114,6
21110,8,1,227.63,3,1,3,313,7
21111,8,2,1201.93,3,5,5,355,13
